1675373289,47.416481,19.304247,475,139,312
1675373283,47.413834,19.30854,550,137,312
1675373277,47.41127,19.31266,625,137,312
1675373271,47.408661,19.316853,700,135,312
1675373265,47.406239,19.320726,775,134,313
1675373259,47.403305,19.325304,850,133,312
1675373253,47.401119,19.328896,925,134,311
1675373247,47.398544,19.333191,1000,133,310
1675373241,47.396137,19.337206,1075,131,312
1675373235,47.393784,19.341019,1150,131,313
1675373229,47.391296,19.345093,1225,130,312
1675373223,47.388641,19.349247,1300,129,312
1675373217,47.386322,19.353035,1375,129,312
1675373211,47.383755,19.356995,1450,130,313
1675373205,47.381332,19.360868,1525,132,312
1675373199,47.378864,19.364882,1600,132,312
1675373193,47.3764,19.368896,1700,132,311
1675373187,47.374008,19.37281,1750,132,312
1675373180,47.371353,19.377068,1825,132,312
1675373174,47.368973,19.380844,1900,133,311
1675373168,47.366577,19.384813,1975,133,311
1675373162,47.364075,19.388878,2050,133,312
1675373156,47.361465,19.393066,2125,134,312
1675373150,47.35899,19.397066,2200,136,312
1675373144,47.35638,19.401222,2275,139,312
1675373138,47.353638,19.405701,2350,143,312
1675373132,47.350983,19.409958,2450,145,313
1675373126,47.348141,19.414391,2525,147,312
1675373120,47.345535,19.418617,2600,150,312
1675373114,47.342606,19.42321,2675,152,312
1675373108,47.339676,19.427948,2775,156,312
1675373102,47.3367,19.432686,2850,160,311
1675373096,47.333725,19.437561,2925,162,312
1675373090,47.330612,19.442574,2975,166,313
1675373084,47.327473,19.447491,3050,170,313
1675373078,47.324074,19.452772,3100,174,312
1675373075,47.322445,19.455309,3100,178,313
1675373071,47.319931,19.459322,3125,181,312
1675373070,47.31937,19.460238,3125,182,312
1675373067,47.318024,19.462351,3150,184,312
1675373064,47.31633,19.465164,3175,187,311
1675373061,47.314545,19.468117,3200,190,311
1675373058,47.312759,19.471138,3225,191,311
1675373055,47.310974,19.474022,3250,192,313
1675373052,47.309189,19.4767,3300,191,316
1675373049,47.307175,19.479446,3350,191,321
1675373046,47.305222,19.481647,3375,190,328
1675373043,47.303078,19.483479,3400,191,335
1675373040,47.300518,19.485168,3450,190,342
1675373037,47.298145,19.486155,3500,192,349
1675373034,47.295547,19.486794,3525,193,356
1675373031,47.292885,19.487,3575,195,4
1675373028,47.290009,19.486588,3625,197,12
1675373025,47.286972,19.485451,3650,200,20
1675373022,47.284832,19.484253,3700,204,28
1675373019,47.281906,19.481712,3725,207,35
1675373016,47.279755,19.479322,3775,209,40
1675373010,47.275543,19.473816,3850,210,42
1675373004,47.271103,19.467842,3925,210,42
1675372998,47.266708,19.461937,4000,212,42
1675372992,47.26268,19.456444,4075,212,42
1675372986,47.25811,19.450308,4150,214,42
1675372980,47.253754,19.444359,4225,215,42
1675372974,47.249451,19.438591,4325,217,42
1675372971,47.247025,19.435295,4350,217,42
1675372968,47.244736,19.432205,4400,218,42
1675372965,47.242584,19.429253,4450,218,42
1675372962,47.240467,19.426434,4500,219,42
1675372959,47.237915,19.423073,4550,220,42
1675372956,47.235992,19.420395,4600,220,41
1675372953,47.233715,19.417419,4650,220,42
1675372950,47.231388,19.414249,4675,222,44
1675372947,47.229034,19.410851,4725,224,46
1675372944,47.227066,19.407692,4775,225,48
1675372941,47.22501,19.404249,4825,227,50
1675372938,47.222961,19.400517,4875,229,52
1675372935,47.221146,19.396925,4925,230,54
1675372926,47.215805,19.384689,5075,234,60
1675372914,47.209324,19.36791,5275,238,60
1675372901,47.202618,19.350586,5500,240,60
1675372889,47.195961,19.333403,5700,241,60
1675372877,47.18935,19.3165,5925,244,60
1675372866,47.182434,19.298859,6150,247,59
1675372853,47.175385,19.280794,6350,250,60
1675372841,47.168777,19.263681,6550,254,60
1675372829,47.161652,19.245026,6775,258,60
1675372817,47.154465,19.226486,7000,262,60
1675372805,47.147369,19.208359,7200,264,60
1675372793,47.139999,19.189407,7400,264,60
1675372781,47.132675,19.170525,7600,264,60
1675372769,47.125488,19.15226,7775,264,60
1675372757,47.117981,19.133171,7925,264,59
1675372745,47.110538,19.114309,8100,265,59
1675372733,47.103287,19.095886,8250,267,60
1675372721,47.095829,19.076773,8425,270,60
1675372709,47.088455,19.05764,8575,270,60
1675372697,47.080902,19.037933,8725,270,60
1675372685,47.073528,19.019094,8875,268,60
1675372673,47.065849,18.999586,9075,266,59
1675372661,47.058495,18.981136,9250,266,59
1675372649,47.051285,18.962883,9450,269,60
1675372637,47.043777,18.943726,9650,274,60
